Volume (ml),pH,sampvol
0.943,7.041,
0.946,7.024,
0.95,7.009,
0.956,6.993,
0.96,6.98,
0.963,6.966,
0.968,6.949,
0.974,6.932,
0.979,6.919,
0.983,6.902,
0.986,6.875,
0.992,6.859,
0.997,6.845,
0.998,6.824,
1,6.751,
1.008,6.736,
1.014,6.722,
1.019,6.705,
1.025,6.688,
1.032,6.669,
1.033,6.651,
1.042,6.636,
1.048,6.621,
1.053,6.607,
1.058,6.592,
1.06,6.568,
1.067,6.551,
1.07,6.531,
1.081,6.517,
1.086,6.502,
1.094,6.482,
1.101,6.468,
1.123,6.453,
1.127,6.411,
1.129,6.395,
1.148,6.38,
1.153,6.366,
1.158,6.35,
1.16,6.33,
1.164,6.31,
1.176,6.295,
1.178,6.28,
1.179,6.257,
1.196,6.239,
1.205,6.225,
1.208,6.21,
1.211,6.189,
1.221,6.143,
1.243,6.115,
1.247,6.097,
1.249,6.081,
1.256,6.058,
1.27,6.036,
1.271,6.015,
1.28,6,
1.281,5.973,
1.292,5.948,
1.308,5.931,
1.314,5.91,
1.32,5.891,
1.325,5.825,
1.326,5.805,
1.327,5.834,
1.329,5.848,
1.335,5.834,
1.341,5.809,
1.345,5.795,
1.349,5.78,
1.352,5.76,
1.361,5.741,
1.366,5.726,
1.369,5.703,
1.373,5.687,
1.374,5.673,
1.38,5.657,
1.382,5.642,
1.384,5.626,
1.392,5.591,
1.393,5.577,
1.396,5.592,
1.398,5.571,
1.4,5.55,
1.405,5.532,
1.408,5.511,
1.409,5.494,
1.412,5.475,
1.414,5.447,
1.415,5.433,
1.417,5.451,
1.419,5.437,
1.421,5.452,
1.425,5.419,
1.427,5.4,
1.429,5.368,
1.43,5.352,
1.435,5.325,
1.436,5.289,
1.438,5.305,
1.439,5.319,
1.441,5.289,
1.442,5.228,
1.443,5.248,
1.444,5.267,
1.445,5.249,
1.449,5.225,
1.453,5.205,
1.454,5.168,
1.457,5.054,
1.458,5.102,
1.459,5.138,
1.463,5.07,
1.465,5.094,
1.467,5.061,
1.47,5.047,
1.471,5.023,
1.472,4.983,
1.474,4.947,
1.48,4.882,
1.481,4.862,
1.485,4.847,
1.489,4.829,
1.492,4.784,
1.493,4.684,
1.494,4.661,
1.495,4.678,
1.497,4.649,
1.499,4.633,
1.5,4.614,
1.501,4.573,
1.502,4.598,
1.504,4.554,
1.505,4.574,
1.506,4.544,
1.508,4.5,
1.509,4.459,
1.51,4.444,
1.512,4.3,
1.513,4.342,
1.516,4.372,
1.518,4.339,
1.519,4.325,
1.522,4.31,
1.524,4.279,
1.527,4.241,
1.529,4.199,
1.533,4.164,
1.534,4.113,
1.534,4.141,
1.536,4.121,
1.539,4.106,
1.541,4.083,
1.541,4.064,
1.542,4.045,
1.542,4.065,
1.545,4.049,
1.547,4.03,
1.548,4.006,
1.551,3.986,
1.554,3.959,
1.557,3.94,
1.561,3.92,
1.562,3.902,
1.568,3.878,
1.571,3.864,
1.574,3.846,
1.578,3.819,
1.584,3.803,
1.584,3.8,
