Volume (ml),pH,sampvol
0.681,8.191,
0.682,8.176,
0.683,8.146,
0.685,8.123,
0.687,8.104,
0.688,8.073,
0.688,8.056,
0.689,8.036,
0.691,8.013,
0.694,7.998,
0.695,7.969,
0.697,7.953,
0.698,7.937,
0.701,7.922,
0.701,7.908,
0.702,7.891,
0.704,7.877,
0.707,7.856,
0.709,7.838,
0.712,7.818,
0.715,7.801,
0.718,7.772,
0.720,7.758,
0.722,7.737,
0.724,7.720,
0.728,7.704,
0.731,7.690,
0.734,7.663,
0.735,7.647,
0.737,7.632,
0.740,7.606,
0.742,7.591,
0.745,7.576,
0.748,7.559,
0.752,7.535,
0.754,7.519,
0.757,7.501,
0.761,7.483,
0.764,7.468,
0.765,7.425,
0.769,7.410,
0.774,7.397,
0.777,7.383,
0.779,7.313,
0.782,7.299,
0.785,7.265,
0.791,7.247,
0.797,7.233,
0.800,7.214,
0.802,7.199,
0.806,7.185,
0.813,7.170,
0.819,7.155,
0.823,7.113,
0.826,7.097,
0.834,7.083,
0.838,7.039,
0.842,7.021,
0.850,6.954,
0.860,6.935,
0.864,6.918,
0.866,6.886,
0.879,6.838,
0.884,6.823,
0.892,6.804,
0.903,6.784,
0.906,6.763,
0.907,6.746,
0.912,6.710,
0.925,6.630,
0.926,6.651,
0.930,6.666,
0.938,6.621,
0.949,6.580,
0.954,6.595,
0.956,6.557,
0.958,6.576,
0.963,6.545,
0.966,6.523,
0.967,6.507,
0.969,6.524,
0.975,6.375,
0.976,6.421,
0.977,6.442,
0.978,6.462,
0.985,6.446,
0.992,6.431,
0.995,6.415,
0.997,6.296,
1.000,6.320,
1.000,6.431,
1.007,6.402,
1.010,6.381,
1.011,6.350,
1.029,6.336,
1.037,6.321,
1.038,6.302,
1.039,6.286,
1.042,6.272,
1.051,6.244,
1.055,6.229,
1.058,6.172,
1.059,6.150,
1.060,6.177,
1.062,6.145,
1.063,6.161,
1.065,6.180,
1.067,6.068,
1.068,6.105,
1.069,6.132,
1.071,6.152,
1.075,6.113,
1.077,6.136,
1.079,6.153,
1.083,6.124,
1.086,6.141,
1.092,6.157,
1.095,6.130,
1.099,6.097,
1.100,6.050,
1.102,6.074,
1.107,6.090,
1.115,6.104,
1.122,6.090,
1.123,6.018,
1.125,6.035,
1.127,6.015,
1.136,5.931,
1.137,5.960,
1.138,5.977,
1.139,5.932,
1.140,5.946,
1.141,5.963,
1.144,5.981,
1.147,5.996,
1.148,5.959,
1.151,5.944,
1.153,5.963,
1.157,5.978,
1.159,5.951,
1.161,5.936,
1.163,5.950,
1.164,5.935,
1.169,5.913,
1.172,5.894,
1.173,5.868,
1.175,5.885,
1.178,5.903,
1.179,5.883,
1.181,5.897,
1.183,5.878,
1.184,5.841,
1.186,5.868,
1.188,5.843,
1.189,5.862,
1.192,5.880,
1.196,5.866,
1.198,5.850,
1.201,5.824,
1.204,5.841,
1.208,5.816,
1.210,5.745,
1.211,5.775,
1.212,5.734,
1.213,5.767,
1.214,5.784,
1.216,5.800,
1.219,5.773,
1.222,5.791,
1.226,5.774,
1.231,5.760,
1.232,5.718,
1.233,5.742,
1.234,5.757,
1.237,5.742,
1.239,5.702,
1.240,5.666,
1.241,5.684,
1.244,5.698,
1.246,5.716,
1.248,5.697,
1.249,5.717,
1.251,5.699,
1.254,5.672,
1.255,5.692,
1.260,5.668,
1.263,5.636,
1.265,5.657,
1.267,5.678,
1.269,5.623,
1.271,5.638,
1.274,5.616,
1.275,5.629,
1.283,5.505,
1.285,5.529,
1.286,5.559,
1.288,5.511,
1.288,5.534,
1.289,5.481,
1.290,5.520,
1.292,5.472,
1.294,5.495,
1.295,5.100,
1.295,5.225,
1.296,5.267,
1.297,5.366,
1.299,5.383,
1.301,5.417,
1.302,5.431,
1.303,5.451,
1.307,5.433,
1.307,5.455,
1.313,5.389,
1.314,5.361,
1.314,5.398,
1.315,5.368,
1.316,5.395,
1.318,5.377,
1.320,5.390,
1.320,5.411,
1.322,5.432,
1.323,5.363,
1.324,5.383,
1.328,5.335,
1.329,5.296,
1.330,5.336,
1.334,5.290,
1.335,5.222,
1.336,5.273,
1.337,5.300,
1.338,5.326,
1.339,5.340,
1.340,5.294,
1.342,5.307,
1.343,5.285,
1.344,5.271,
1.345,5.228,
1.346,5.264,
1.348,5.173,
1.349,5.226,
1.350,5.251,
1.351,5.237,
1.352,5.256,
1.354,5.275,
1.356,5.198,
1.357,5.221,
1.358,5.243,
1.360,5.263,
1.363,5.113,
1.364,5.174,
1.365,5.210,
1.366,5.162,
1.367,5.199,
1.368,5.160,
1.369,5.179,
1.374,5.132,
1.376,5.081,
1.377,5.112,
1.378,5.041,
1.379,4.927,
1.380,5.023,
1.381,5.073,
1.382,5.102,
1.384,5.080,
1.385,5.055,
1.386,5.073,
1.387,5.025,
1.389,5.050,
1.393,5.033,
1.394,5.018,
1.395,5.001,
1.397,4.924,
1.400,4.822,
1.402,4.799,
1.405,4.835,
1.406,4.852,
1.407,4.869,
1.408,4.846,
1.409,4.786,
1.410,4.816,
1.411,4.649,
1.412,4.706,
1.413,4.630,
1.414,4.694,
1.415,4.679,
1.416,4.559,
1.417,4.618,
1.418,4.667,
1.419,4.682,
1.421,4.636,
1.422,4.666,
1.423,4.596,
1.424,4.642,
1.425,4.602,
1.429,4.535,
1.430,4.462,
1.431,4.488,
1.432,4.406,
1.433,4.462,
1.436,4.433,
1.437,4.389,
1.439,4.403,
1.441,4.336,
1.442,4.351,
1.444,4.326,
1.446,4.306,
1.448,4.271,
1.449,4.241,
1.450,4.182,
1.452,4.205,
1.452,4.161,
1.455,4.144,
1.457,4.129,
1.458,4.110,
1.459,4.076,
1.460,4.062,
1.461,4.045,
1.463,4.024,
1.465,3.986,
1.465,4.006,
1.467,3.992,
1.468,3.975,
1.469,3.951,
1.472,3.933,
1.473,3.890,
1.474,3.908,
1.477,3.892,
1.478,3.866,
1.481,3.850,
1.484,3.831,
1.485,3.808,
1.489,3.800,
1.489,3.782,
1.489,3.796,
