Volume (ml),pH,sampvol
0.000,10.721,62.034
0.024,10.701,
0.043,10.686,
0.061,10.670,
0.078,10.654,
0.092,10.635,
0.108,10.617,
0.127,10.603,
0.139,10.585,
0.155,10.569,
0.169,10.555,
0.180,10.540,
0.194,10.513,
0.218,10.499,
0.230,10.482,
0.241,10.465,
0.259,10.450,
0.271,10.435,
0.283,10.420,
0.290,10.405,
0.307,10.389,
0.319,10.375,
0.333,10.359,
0.344,10.344,
0.356,10.329,
0.369,10.313,
0.378,10.297,
0.393,10.282,
0.404,10.268,
0.414,10.241,
0.436,10.226,
0.446,10.211,
0.455,10.197,
0.467,10.183,
0.478,10.167,
0.490,10.153,
0.499,10.138,
0.506,10.116,
0.524,10.102,
0.536,10.087,
0.544,10.072,
0.556,10.057,
0.567,10.042,
0.578,10.027,
0.585,10.010,
0.599,9.995,
0.610,9.978,
0.621,9.963,
0.630,9.948,
0.640,9.933,
0.648,9.913,
0.663,9.898,
0.670,9.884,
0.680,9.864,
0.690,9.849,
0.698,9.834,
0.708,9.811,
0.721,9.791,
0.731,9.776,
0.742,9.758,
0.748,9.744,
0.757,9.729,
0.763,9.715,
0.771,9.699,
0.780,9.685,
0.787,9.671,
0.794,9.656,
0.798,9.642,
0.805,9.626,
0.816,9.603,
0.824,9.588,
0.830,9.572,
0.838,9.556,
0.845,9.541,
0.850,9.527,
0.857,9.513,
0.860,9.497,
0.866,9.482,
0.872,9.467,
0.879,9.453,
0.884,9.437,
0.889,9.420,
0.895,9.404,
0.900,9.385,
0.906,9.370,
0.912,9.354,
0.916,9.338,
0.919,9.323,
0.926,9.309,
0.930,9.291,
0.935,9.276,
0.937,9.262,
0.942,9.246,
0.946,9.231,
0.950,9.216,
0.955,9.201,
0.958,9.185,
0.963,9.169,
0.967,9.151,
0.970,9.137,
0.974,9.121,
0.977,9.107,
0.981,9.093,
0.984,9.075,
0.988,9.060,
0.992,9.043,
0.995,9.021,
0.998,9.007,
1.000,8.822,
1.006,8.804,
1.010,8.787,
1.014,8.771,
1.018,8.754,
1.022,8.737,
1.025,8.722,
1.028,8.706,
1.032,8.690,
1.035,8.672,
1.037,8.652,
1.040,8.638,
1.042,8.619,
1.045,8.597,
1.047,8.579,
1.050,8.560,
1.052,8.542,
1.055,8.522,
1.057,8.505,
1.059,8.486,
1.060,8.469,
1.062,8.452,
1.064,8.434,
1.066,8.417,
1.068,8.402,
1.070,8.383,
1.072,8.363,
1.074,8.342,
1.076,8.304,
1.078,8.280,
1.080,8.265,
1.082,8.245,
1.084,8.223,
1.086,8.202,
1.088,8.180,
1.090,8.159,
1.092,8.136,
1.094,8.110,
1.096,8.087,
1.097,8.071,
1.098,8.057,
1.100,8.037,
1.102,8.017,
1.104,7.999,
1.106,7.982,
1.108,7.965,
1.110,7.947,
1.112,7.930,
1.114,7.910,
1.115,7.884,
1.117,7.867,
1.119,7.851,
1.121,7.836,
1.122,7.798,
1.123,7.770,
1.125,7.735,
1.131,7.721,
1.135,7.704,
1.138,7.688,
1.143,7.672,
1.146,7.652,
1.148,7.635,
1.152,7.617,
1.156,7.594,
1.159,7.581,
1.162,7.564,
1.166,7.545,
1.171,7.530,
1.175,7.515,
1.179,7.499,
1.182,7.484,
1.187,7.469,
1.192,7.451,
1.195,7.435,
1.198,7.420,
1.203,7.404,
1.208,7.389,
1.213,7.374,
1.217,7.355,
1.224,7.339,
1.230,7.324,
1.233,7.305,
1.237,7.281,
1.241,7.257,
1.246,7.235,
1.249,7.220,
1.253,7.205,
1.254,7.188,
1.260,7.166,
1.262,7.144,
1.276,7.062,
1.278,7.077,
1.285,7.061,
1.306,7.047,
1.314,7.031,
1.318,7.015,
1.324,7.000,
1.333,6.986,
1.344,6.965,
1.349,6.950,
1.351,6.921,
1.364,6.904,
1.369,6.890,
1.377,6.872,
1.378,6.853,
1.383,6.677,
1.384,6.659,
1.385,6.681,
1.386,6.702,
1.387,6.716,
1.389,6.735,
1.392,6.752,
1.399,6.726,
1.401,6.740,
1.414,6.718,
1.415,6.698,
1.420,6.713,
1.424,6.689,
1.431,6.703,
1.435,6.675,
1.441,6.689,
1.447,6.672,
1.462,6.647,
1.465,6.631,
1.471,6.615,
1.482,6.594,
1.485,6.609,
1.496,6.580,
1.508,6.559,
1.513,6.539,
1.534,6.523,
1.546,6.507,
