Volume (ml),pH,sampvol
1.643,6.047,
1.654,6.032,
1.655,6.012,
1.667,5.960,
1.668,5.975,
1.670,5.991,
1.672,5.944,
1.673,5.960,
1.676,5.977,
1.678,5.963,
1.681,5.949,
1.683,5.965,
1.688,5.946,
1.690,5.963,
1.691,5.947,
1.698,5.923,
1.700,5.940,
1.703,5.956,
1.713,5.936,
1.722,5.906,
1.726,5.922,
1.733,5.900,
1.734,5.882,
1.767,5.860,
1.768,5.846,
1.769,5.825,
1.771,5.839,
1.774,5.781,
1.775,5.795,
1.776,5.809,
1.778,5.789,
1.779,5.807,
1.782,5.830,
1.788,5.800,
1.789,5.778,
1.791,5.754,
1.794,5.776,
1.796,5.794,
1.817,5.766,
1.821,5.734,
1.824,5.680,
1.825,5.699,
1.825,5.717,
1.829,5.738,
1.840,5.629,
1.842,5.661,
1.844,5.676,
1.844,5.694,
1.845,5.673,
1.846,5.655,
1.849,5.677,
1.850,5.696,
1.852,5.711,
1.856,5.686,
1.856,5.669,
1.859,5.687,
1.876,5.658,
1.880,5.633,
1.881,5.588,
1.883,5.611,
1.888,5.581,
1.891,5.598,
1.893,5.575,
1.895,5.593,
1.896,5.608,
1.898,5.565,
1.900,5.583,
1.901,5.598,
1.914,5.579,
1.918,5.597,
1.919,5.578,
1.923,5.546,
1.927,5.565,
1.930,5.544,
1.932,5.503,
1.933,5.521,
1.936,5.468,
1.937,5.495,
1.938,5.438,
1.939,5.384,
1.940,5.398,
1.941,5.446,
1.942,5.476,
1.943,5.492,
1.944,5.509,
1.948,5.492,
1.952,5.507,
1.953,5.489,
1.954,5.472,
1.956,5.442,
1.957,5.458,
1.959,5.481,
1.960,5.462,
1.961,5.440,
1.963,5.407,
1.964,5.439,
1.966,5.454,
1.967,5.471,
1.968,5.452,
1.969,5.470,
1.970,5.452,
1.973,5.437,
1.974,5.451,
1.978,5.427,
1.980,5.392,
1.981,5.413,
1.982,5.432,
1.988,5.417,
1.993,5.396,
1.994,5.416,
2.000,5.496,
2.003,5.386,
2.004,5.355,
2.005,5.400,
2.006,5.422,
2.008,5.436,
2.010,5.418,
2.011,5.401,
2.013,5.385,
2.019,5.401,
2.021,5.369,
2.022,5.341,
2.023,5.305,
2.025,5.332,
2.026,5.300,
2.027,5.284,
2.030,5.264,
2.031,5.286,
2.032,5.267,
2.034,5.302,
2.035,5.287,
2.037,5.270,
2.038,5.239,
2.043,5.260,
2.046,5.280,
2.047,5.245,
2.049,5.264,
2.050,5.280,
2.052,5.238,
2.053,5.224,
2.056,5.246,
2.062,5.260,
2.065,5.220,
2.066,5.199,
2.068,5.217,
2.071,5.197,
2.074,5.168,
2.075,5.182,
2.076,5.149,
2.077,5.129,
2.080,5.144,
2.082,5.161,
2.083,5.142,
2.085,5.163,
2.086,5.034,
2.087,5.093,
2.088,5.112,
2.089,5.126,
2.093,5.110,
2.095,5.123,
2.096,5.108,
2.100,5.073,
2.101,5.094,
2.103,4.965,
2.104,5.012,
2.105,5.033,
2.106,5.049,
2.108,5.068,
2.111,5.014,
2.112,4.872,
2.113,4.675,
2.114,4.812,
2.115,4.884,
2.116,4.920,
2.119,4.936,
2.120,4.952,
2.121,4.830,
2.123,4.809,
2.124,4.862,
2.125,4.739,
2.126,4.798,
2.127,4.845,
2.128,4.882,
2.129,4.867,
2.131,4.891,
2.135,4.912,
2.138,4.870,
2.140,4.897,
2.141,4.844,
2.143,4.760,
2.144,4.708,
2.145,4.690,
2.146,4.644,
2.147,4.731,
2.148,4.791,
2.150,4.732,
2.151,4.763,
2.154,4.786,
2.156,4.764,
2.157,4.780,
2.159,4.757,
2.160,4.734,
2.161,4.669,
2.162,4.641,
2.163,4.678,
2.164,4.584,
2.165,4.632,
2.166,4.661,
2.167,4.595,
2.168,4.629,
2.169,4.605,
2.170,4.550,
2.171,4.593,
2.172,4.577,
2.174,4.516,
2.176,4.545,
2.179,4.454,
2.180,4.518,
2.181,4.458,
2.182,4.487,
2.183,4.434,
2.184,4.411,
2.186,4.460,
2.189,4.408,
2.190,4.423,
2.191,4.405,
2.192,4.378,
2.193,4.395,
2.196,4.410,
2.197,4.380,
2.198,4.341,
2.199,4.304,
2.201,4.283,
2.202,4.240,
2.203,4.258,
2.204,4.273,
2.204,4.304,
2.206,4.233,
2.208,4.260,
2.211,4.229,
2.212,4.182,
2.213,4.159,
2.213,4.181,
2.214,4.119,
2.215,4.148,
2.216,4.173,
2.217,4.155,
2.218,4.129,
2.219,4.106,
2.223,4.089,
2.223,4.066,
2.224,4.040,
2.224,4.007,
2.225,4.034,
2.225,4.062,
2.226,4.031,
2.227,4.046,
2.227,4.028,
2.228,4.055,
2.229,4.041,
2.231,3.969,
2.231,3.990,
2.232,4.006,
2.233,3.958,
2.233,3.985,
2.236,3.969,
2.237,3.952,
2.239,3.932,
2.240,3.946,
2.240,3.924,
2.242,3.897,
2.244,3.914,
2.246,3.891,
2.249,3.877,
2.250,3.841,
2.250,3.856,
2.252,3.836,
2.254,3.817,
2.256,3.800,
2.258,3.816,
2.259,3.800,
2.259,3.796,
