Volume (ml),pH,sampvol
0.0,6.891,56.33
0.015,6.728,
0.03,6.685,
0.045,6.659,
0.06,6.630,
0.075,6.606,
0.09,6.585,
0.105,6.552,
0.12,6.531,
0.135,6.499,
0.15,6.481,
0.16499999999999998,6.453,
0.18,6.435,
0.195,6.404,
0.21,6.380,
0.22499999999999998,6.351,
0.24,6.323,
0.255,6.295,
0.27,6.264,
0.285,6.232,
0.3,6.196,
0.315,6.168,
0.32999999999999996,6.137,
0.345,6.101,
0.36,6.065,
0.375,6.024,
0.39,5.984,
0.40499999999999997,5.940,
0.42,5.896,
0.435,5.850,
0.44999999999999996,5.796,
0.46499999999999997,5.738,
0.48,5.682,
0.495,5.611,
0.51,5.555,
0.525,5.485,
0.54,5.371,
0.5549999999999999,5.335,
0.57,5.227,
0.585,5.112,
0.6,4.982,
0.615,4.843,
0.63,4.703,
0.645,4.564,
0.6599999999999999,4.438,
0.6749999999999999,4.322,
0.69,4.213,
0.705,4.116,
0.72,4.038,
0.735,3.963,
0.75,3.901,
0.765,3.840,
0.78,3.790,
0.7949999999999999,3.750,
0.8099999999999999,3.700,
0.825,3.660,
0.84,3.623,
0.855,3.598,
0.87,3.555,
0.885,3.530,
0.8999999999999999,3.511,
