Volume (ml),pH,sampvol
0.0,9.986,50.47
0.02,10.067,
0.04,10.069,
0.06,10.052,
0.08,10.016,
0.1,9.982,
0.12,9.939,
0.14,9.888,
0.16,9.831,
0.18,9.771,
0.2,9.700,
0.22,9.621,
0.24,9.531,
0.26,9.423,
0.28,9.294,
0.3,9.139,
0.32,8.923,
0.34,8.626,
0.36,8.194,
0.38,7.802,
0.4,7.549,
0.42,7.362,
0.44,7.209,
0.46,7.079,
0.48,6.963,
0.5,6.862,
0.52,6.728,
0.54,6.689,
0.56,6.615,
0.58,6.528,
0.6,6.466,
0.62,6.402,
0.64,6.332,
0.66,6.277,
0.68,6.196,
0.7000000000000001,6.146,
0.72,6.075,
0.74,5.990,
0.76,5.903,
0.78,5.835,
0.8,5.720,
0.8200000000000001,5.555,
0.84,5.447,
0.86,5.255,
0.88,5.060,
0.9,4.719,
0.92,4.417,
0.9400000000000001,4.157,
0.96,3.998,
0.98,3.875,
1.0,3.777,
1.02,3.691,
1.04,3.623,
