Volume (ml),pH,sampvol
0.0,9.884,50.356
0.015,9.674,
0.03,9.584,
0.045,9.490,
0.06,9.390,
0.075,9.261,
0.09,9.095,
0.105,8.881,
0.12,8.548,
0.135,8.147,
0.15,7.892,
0.16499999999999998,7.687,
0.18,7.500,
0.195,7.312,
0.21,7.130,
0.22499999999999998,6.941,
0.24,6.752,
0.255,6.567,
0.27,6.403,
0.285,6.246,
0.3,6.106,
0.315,5.981,
0.32999999999999996,5.823,
0.345,5.709,
0.36,5.525,
0.375,5.326,
0.39,4.965,
0.40499999999999997,4.553,
0.42,4.269,
0.435,4.086,
0.44999999999999996,3.956,
0.46499999999999997,3.856,
0.48,3.777,
0.495,3.708,
0.51,3.652,
0.525,3.602,
0.54,3.560,
0.5549999999999999,3.516,
0.57,3.494,
0.585,3.466,
0.6,3.437,
