Volume (ml),pH,sampvol
0.0,9.955,50.47
0.02,10.042,
0.04,10.077,
0.06,10.079,
0.08,10.065,
0.1,10.042,
0.12,10.016,
0.14,9.977,
0.16,9.933,
0.18,9.888,
0.2,9.834,
0.22,9.787,
0.24,9.717,
0.26,9.657,
0.28,9.582,
0.3,9.498,
0.32,9.400,
0.34,9.285,
0.36,9.146,
0.38,8.957,
0.4,8.694,
0.42,8.322,
0.44,7.897,
0.46,7.628,
0.48,7.428,
0.5,7.275,
0.52,7.150,
0.54,7.018,
0.56,6.928,
0.58,6.838,
0.6,6.759,
0.62,6.694,
0.64,6.633,
0.66,6.564,
0.68,6.488,
0.7000000000000001,6.419,
0.72,6.384,
0.74,6.332,
0.76,6.244,
0.78,6.170,
0.8,6.134,
0.8200000000000001,6.077,
0.84,6.031,
0.86,5.943,
0.88,5.854,
0.9,5.760,
0.92,5.700,
0.9400000000000001,5.615,
0.96,5.475,
0.98,5.327,
1.0,5.116,
1.02,4.876,
1.04,4.577,
1.06,4.275,
1.08,4.071,
1.1,3.913,
1.12,3.797,
1.1400000000000001,3.697,
1.16,3.628,
