Volume (ml),pH,sampvol
0.02,8.807,53.285000000000004
0.04,8.444,
0.06,8.218,
0.08,8.045,
0.1,7.908,
0.12,7.777,
0.14,7.689,
0.16,7.596,
0.18,7.511,
0.2,7.422,
0.22,7.344,
0.24,7.264,
0.26,7.142,
0.28,7.055,
0.3,6.988,
0.32,6.917,
0.34,6.858,
0.36,6.793,
0.38,6.716,
0.4,6.656,
0.42,6.61,
0.44,6.542,
0.46,6.483,
0.48,6.417,
0.5,6.35,
0.52,6.295,
0.54,6.238,
0.56,6.169,
0.58,6.105,
0.6,6.022,
0.62,5.947,
0.64,5.879,
0.66,5.799,
0.68,5.713,
0.7000000000000001,5.596,
0.72,5.446,
0.74,5.219,
0.76,4.918,
0.78,4.6,
0.8,4.32,
0.8200000000000001,4.149,
0.84,4.002,
0.86,3.9,
0.88,3.838,
0.9,3.797,
0.92,3.73,
0.9400000000000001,3.67,
0.96,3.616,
0.98,3.568,
1.0,3.537,
1.02,3.479,
1.04,3.451,
1.06,3.412,
1.08,3.381,
1.1,3.354,
