Volume (ml),pH,sampvol
0.0,10.363,50.47
0.02,10.374,
0.04,10.357,
0.06,10.329,
0.08,10.292,
0.1,10.255,
0.12,10.206,
0.14,10.175,
0.16,10.135,
0.18,10.089,
0.2,10.052,
0.22,10.011,
0.24,9.970,
0.26,9.925,
0.28,9.884,
0.3,9.837,
0.32,9.791,
0.34,9.738,
0.36,9.690,
0.38,9.640,
0.4,9.582,
0.42,9.523,
0.44,9.459,
0.46,9.388,
0.48,9.308,
0.5,9.224,
0.52,9.120,
0.54,9.007,
0.56,8.849,
0.58,8.689,
0.6,8.441,
0.62,8.088,
0.64,7.725,
0.66,7.488,
0.68,7.276,
0.7000000000000001,7.241,
0.72,7.122,
0.74,7.060,
0.76,6.988,
0.78,6.923,
0.8,6.848,
0.8200000000000001,6.795,
0.84,6.756,
0.86,6.675,
0.88,6.650,
0.9,6.606,
0.92,6.567,
0.9400000000000001,6.518,
0.96,6.485,
0.98,6.447,
1.0,6.409,
1.02,6.362,
1.04,6.336,
1.06,6.264,
1.08,6.227,
1.1,6.225,
1.12,6.193,
1.1400000000000001,6.136,
1.16,6.112,
1.18,6.081,
1.2,6.032,
1.22,5.970,
1.24,5.868,
1.26,5.877,
1.28,5.881,
1.3,5.828,
1.32,5.783,
1.34,5.735,
1.36,5.686,
1.3800000000000001,5.487,
1.4000000000000001,5.551,
1.42,5.477,
1.44,5.407,
1.46,5.358,
1.48,5.230,
1.5,5.124,
1.52,4.840,
1.54,4.743,
1.56,4.545,
1.58,4.311,
1.6,4.128,
1.62,3.977,
1.6400000000000001,3.850,
1.6600000000000001,3.776,
1.68,3.712,
1.7,3.663,
1.72,3.601,
