Volume (ml),pH,sampvol
0.0,10.235,53.71
0.02,10.278,
0.04,10.270,
0.06,10.261,
0.08,10.240,
0.1,10.217,
0.12,10.194,
0.14,10.168,
0.16,10.139,
0.18,10.109,
0.2,10.082,
0.22,10.049,
0.24,10.014,
0.26,9.981,
0.28,9.947,
0.3,9.906,
0.32,9.872,
0.34,9.827,
0.36,9.792,
0.38,9.745,
0.4,9.697,
0.42,9.649,
0.44,9.591,
0.46,9.531,
0.48,9.463,
0.5,9.386,
0.52,9.295,
0.54,9.206,
0.56,9.085,
0.58,8.939,
0.6,8.730,
0.62,8.481,
0.64,8.104,
0.66,7.775,
0.68,7.580,
0.7000000000000001,7.440,
0.72,7.340,
0.74,7.259,
0.76,7.170,
0.78,7.100,
0.8,7.039,
0.8200000000000001,6.968,
0.84,6.857,
0.86,6.849,
0.88,6.802,
0.9,6.741,
0.92,6.709,
0.9400000000000001,6.660,
0.96,6.593,
0.98,6.566,
1.0,6.535,
1.02,6.492,
1.04,6.451,
1.06,6.427,
1.08,6.290,
1.1,6.314,
1.12,6.284,
1.1400000000000001,6.237,
1.16,6.231,
1.18,6.179,
1.2,6.161,
1.22,6.098,
1.24,6.083,
1.26,6.052,
1.28,5.992,
1.3,5.942,
1.32,5.880,
1.34,5.838,
1.36,5.773,
1.3800000000000001,5.691,
1.4000000000000001,5.657,
1.42,5.506,
1.44,5.482,
1.46,5.377,
1.48,5.289,
1.5,5.159,
1.52,5.009,
1.54,4.760,
1.56,4.539,
1.58,4.294,
1.6,4.100,
1.62,3.957,
1.6400000000000001,3.866,
1.6600000000000001,3.766,
1.68,3.687,
1.7,3.620,
