Volume (ml),pH,sampvol
0.0,9.700,48.945
0.015,9.949,
0.03,9.864,
0.045,9.757,
0.06,9.634,
0.075,9.481,
0.09,9.287,
0.105,8.956,
0.12,8.421,
0.135,7.877,
0.15,7.564,
0.16499999999999998,7.273,
0.18,6.943,
0.195,6.954,
0.21,6.895,
0.22499999999999998,6.876,
0.24,6.869,
0.255,6.783,
0.27,6.672,
0.285,6.568,
0.3,6.459,
0.315,6.352,
0.32999999999999996,6.241,
0.345,6.113,
0.36,5.968,
0.375,5.796,
0.39,5.553,
0.40499999999999997,5.193,
0.42,4.770,
0.435,4.476,
0.44999999999999996,4.289,
0.46499999999999997,4.154,
0.48,4.062,
0.495,3.977,
0.51,3.911,
0.525,3.855,
0.54,3.802,
0.5549999999999999,3.758,
0.57,3.732,
0.585,3.693,
0.6,3.665,
