Volume (ml),pH,sampvol
0.0,9.947,47.276
0.015,9.716,
0.03,9.608,
0.045,9.507,
0.06,9.386,
0.075,9.240,
0.09,9.047,
0.105,8.811,
0.12,8.412,
0.135,8.032,
0.15,7.801,
0.16499999999999998,7.612,
0.18,7.429,
0.195,7.237,
0.21,7.024,
0.22499999999999998,6.840,
0.24,6.649,
0.255,6.415,
0.27,6.172,
0.285,5.876,
0.3,5.719,
0.315,5.492,
0.32999999999999996,5.156,
0.345,4.913,
0.36,4.569,
0.375,4.331,
0.39,4.139,
0.40499999999999997,3.998,
0.42,3.898,
0.435,3.816,
0.44999999999999996,3.749,
0.46499999999999997,3.692,
0.48,3.642,
0.495,3.596,
0.51,3.556,
0.525,3.522,
0.54,3.490,
0.5549999999999999,3.463,
0.57,3.438,
0.585,3.415,
0.6,3.398,
