Volume (ml),pH,sampvol
0.02,6.583,44.779
0.04,6.493,
0.06,6.354,
0.08,6.25,
0.1,6.168,
0.12,6.018,
0.14,5.868,
0.16,5.742,
0.18,5.595,
0.2,5.317,
0.22,4.868,
0.24,4.396,
0.26,4.115,
0.28,3.934,
0.3,3.809,
0.32,3.709,
0.34,3.627,
0.36,3.577,
0.38,3.541,
0.4,3.48,
0.42,3.428,
0.44,3.381,
0.46,3.338,
0.48,3.299,
0.5,3.266,
